Batch,Lane,Barcode,Sample,Alignments,ProviderName
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v314,Bdolosa_new,5515_02
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v313,Bdolosa_new,5515_03
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v315,Bdolosa_new,5515_04
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v316,Bdolosa_new,5515_05
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v317,Bdolosa_new,5515_06
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v318,Bdolosa_new,5515_07
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v319,Bdolosa_new,5515_08
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v320,Bdolosa_new,5515_09
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v321,Bdolosa_new,5515_10
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v322,Bdolosa_new,5515_11
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v323,Bdolosa_new,5515_12
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v324,Bdolosa_new,5515_13
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v101,Bdolosa_new,5515_14
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v102,Bdolosa_new,5515_15
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v103,Bdolosa_new,5515_16
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v104,Bdolosa_new,5515_17
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v105,Bdolosa_new,5515_18
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v106,Bdolosa_new,5515_19
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v107,Bdolosa_new,5515_20
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v108,Bdolosa_new,5515_21
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v109,Bdolosa_new,5515_22
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v110,Bdolosa_new,5515_23
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v111,Bdolosa_new,5515_24
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v112,Bdolosa_new,5515_25
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v113,Bdolosa_new,5515_26
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v114,Bdolosa_new,5515_28
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v115,Bdolosa_new,5515_29
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v116,Bdolosa_new,5515_30
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v117,Bdolosa_new,5515_31
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v118,Bdolosa_new,5515_37
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v119,Bdolosa_new,5515_38
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v120,Bdolosa_new,5515_39
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v121,Bdolosa_new,5515_40
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P06SP-v122,Bdolosa_new,5515_41
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v101,Bdolosa_new,5515_42
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v102,Bdolosa_new,5515_43
/scratch/users/lagoudas/bdolosa/fastq5515to17,-1,AAAAAA,P07SP-v103,Bdolosa_new,5515_44
