Batch,Lane,Barcode,Sample,Alignments,ProviderName
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,F_7_0a_B,Bdolosa_new,SRR324822
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,C_8_0,Bdolosa_new,SRR324823
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,C_12_1,Bdolosa_new,SRR324824
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,X_3_7,Bdolosa_new,SRR324825
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,G_9_11b,Bdolosa_new,SRR324826
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,G_10_1c_B,Bdolosa_new,SRR324827
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,K_10_0,Bdolosa_new,SRR324828
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,K_12_8a_B,Bdolosa_new,SRR324829
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,K_12_9_B,Bdolosa_new,SRR324830
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,H_12_11a_B,Bdolosa_new,SRR324831
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,H_9_10,Bdolosa_new,SRR324832
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,N_10_0,Bdolosa_new,SRR324833
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,N_12_6d_B,Bdolosa_new,SRR324834
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,N_12_4c_B,Bdolosa_new,SRR324835
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,A_4_2b,Bdolosa_new,SRR324836
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,G_10_0a,Bdolosa_new,SRR324760
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,G_10_0b,Bdolosa_new,SRR324761
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,G_10_0c,Bdolosa_new,SRR324762
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,G_10_1b,Bdolosa_new,SRR324763
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,G_10_2,Bdolosa_new,SRR324765
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,G_10_6,Bdolosa_new,SRR324766
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,E_9_5,Bdolosa_new,SRR324767
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,N_12_5_B,Bdolosa_new,SRR324768
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,E_12_1,Bdolosa_new,SRR324769
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,K_11_3a,Bdolosa_new,SRR324770
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,K_10_2,Bdolosa_new,SRR324772
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,K_11_3b,Bdolosa_new,SRR324775
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,K_11_6,Bdolosa_new,SRR324776
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,K_12_0b,Bdolosa_new,SRR324777
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,J_11_8,Bdolosa_new,SRR324778
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,J_12_4,Bdolosa_new,SRR324779
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,N_12_6b,Bdolosa_new,SRR324800
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,N_12_6c,Bdolosa_new,SRR324801
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,K_9_0,Bdolosa_new,SRR324802
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,K_10_10,Bdolosa_new,SRR324803
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,K_12_5,Bdolosa_new,SRR324804
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,J_9_11,Bdolosa_new,SRR324805
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,J_13_6a_B,Bdolosa_new,SRR324806
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,J_12_11,Bdolosa_new,SRR324807
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,J_13_6b,Bdolosa_new,SRR324808
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,J_14_8,Bdolosa_new,SRR324809
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,H_13_0b_B,Bdolosa_new,SRR324810
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,H_12_10,Bdolosa_new,SRR324811
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,L_9_11,Bdolosa_new,SRR324812
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,L_13_4a_B,Bdolosa_new,SRR324813
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,L_13_7,Bdolosa_new,SRR324814
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,L_16_0,Bdolosa_new,SRR324815
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,A_0_0,Bdolosa_new,SRR324816
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,A_4_2a,Bdolosa_new,SRR324817
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,A_5_0b,Bdolosa_new,SRR324818
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,E_13_0,Bdolosa_new,SRR324819
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,B_9_1,Bdolosa_new,SRR324740
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,E_6_1,Bdolosa_new,SRR324741
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,G_7_5,Bdolosa_new,SRR324742
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,G_10_11b,Bdolosa_new,SRR324743
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,J_11_11,Bdolosa_new,SRR324745
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,J_12_7,Bdolosa_new,SRR324746
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,J_14_2,Bdolosa_new,SRR324747
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,L_10_6,Bdolosa_new,SRR324748
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,H_9_5,Bdolosa_new,SRR324749
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,I_8_7,Bdolosa_new,SRR324750
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,B_11_1,Bdolosa_new,SRR324751
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,I_9_6,Bdolosa_new,SRR324752
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,B_7_1,Bdolosa_new,SRR324753
/scratch/mit_lieberman/projects/gga_bdelosa/09_22_Past_2011_Data/fastq_files,-1,AAAAAA,C_4_11,Bdolosa_new,SRR324754
