Batch,Lane,Barcode,Sample,Alignments,ProviderName
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P02BLB3e08,Bdolosa_new,N719S501
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P02LT-2407,Bdolosa_new,N720S501
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P02LT-3506,Bdolosa_new,N721S501
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P02LT-4915,Bdolosa_new,N722S501
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P02SL-0303,Bdolosa_new,N723S501
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P07Sp-v207,Bdolosa_new,N724S501
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P06SP-v114,Bdolosa_new,N713S502
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P06SP-v101,Bdolosa_new,N714S502
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P06SP-v103,Bdolosa_new,N715S502
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P07SP-v118,Bdolosa_new,N716S502
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P02LT-3801,Bdolosa_new,N717S502
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P06SP-v305,Bdolosa_new,N718S502
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P06SP-v311,Bdolosa_new,N719S502
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P06SP-v319,Bdolosa_new,N720S502
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P07SP-v203,Bdolosa_new,N721S502
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P07SP-v216,Bdolosa_new,N722S502
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P07SP-v303,Bdolosa_new,N723S502
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P07SP-v314,Bdolosa_new,N724S502
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P06SP-v120,Bdolosa_new,N713S503
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P06SP-v113,Bdolosa_new,N714S503
/scratch/mit_lieberman/raw_data/2021/210727Lie/split_next,-1,AAAAAA,P06SP-v109,Bdolosa_new,N715S503
